,price,minimum_nights,longitude,latitude,price_per_minimum_night,neighbourhood,neighbourhood_group,room_type
19725,80,1,-73.97223,40.79386,80.0,Upper West Side,Manhattan,Private room
19726,110,7,-73.96601,40.80237,15.714285714285714,Upper West Side,Manhattan,Private room
19728,67,10,-73.97901,40.72025,6.7,East Village,Manhattan,Private room
19729,70,5,-74.14666,40.54106,14.0,Eltingville,Staten Island,Entire home/apt
19731,153,3,-73.9642,40.6459,51.0,Flatbush,Brooklyn,Entire home/apt
19732,350,2,-73.97652,40.67427,175.0,Park Slope,Brooklyn,Entire home/apt
19734,90,7,-74.00028,40.67844,12.857142857142858,Carroll Gardens,Brooklyn,Entire home/apt
19737,369,30,-73.98338,40.76626,12.3,Hell's Kitchen,Manhattan,Entire home/apt
19739,160,2,-73.98751,40.68898,80.0,Boerum Hill,Brooklyn,Entire home/apt
19743,99,2,-73.95154,40.65678,49.5,Prospect-Lefferts Gardens,Brooklyn,Private room
19745,45,4,-73.86079,40.68819,11.25,Woodhaven,Queens,Private room
19746,28,1,-73.90925,40.69382,28.0,Bushwick,Brooklyn,Shared room
19747,159,6,-73.99947,40.7152,26.5,Chinatown,Manhattan,Entire home/apt
19748,250,5,-73.9904,40.67876,50.0,Gowanus,Brooklyn,Entire home/apt
19749,85,2,-73.98172,40.72461,42.5,East Village,Manhattan,Private room
19750,160,1,-73.98662,40.71248,160.0,Lower East Side,Manhattan,Entire home/apt
19752,49,1,-73.90531,40.68844,49.0,Bushwick,Brooklyn,Private room
19753,69,4,-73.94736,40.82914,17.25,Harlem,Manhattan,Private room
19754,200,2,-73.97289,40.68718,100.0,Fort Greene,Brooklyn,Entire home/apt
19756,400,1,-73.97514,40.74686,400.0,Murray Hill,Manhattan,Entire home/apt
19758,105,3,-73.8308,40.72712,35.0,Kew Gardens Hills,Queens,Entire home/apt
19760,99,3,-73.9083,40.68442,33.0,Bushwick,Brooklyn,Entire home/apt
19762,109,4,-73.93864,40.70653,27.25,Williamsburg,Brooklyn,Entire home/apt
19764,175,2,-73.98042,40.74665,87.5,Midtown,Manhattan,Entire home/apt
19766,209,2,-73.96161,40.70944,104.5,Williamsburg,Brooklyn,Entire home/apt
19767,75,2,-73.92588,40.69748,37.5,Bushwick,Brooklyn,Entire home/apt
19768,35,2,-73.90739,40.68224,17.5,Bushwick,Brooklyn,Private room
19769,117,30,-73.95473,40.77789,3.9,Upper East Side,Manhattan,Entire home/apt
19770,80,1,-73.93335,40.66048,80.0,East Flatbush,Brooklyn,Entire home/apt
19771,250,15,-73.98371,40.7659,16.666666666666668,Hell's Kitchen,Manhattan,Entire home/apt
19772,50,30,-73.95546,40.82284,1.6666666666666667,Harlem,Manhattan,Private room
19773,70,2,-73.95892,40.7121,35.0,Williamsburg,Brooklyn,Private room
19777,142,1,-73.92212,40.68858,142.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19778,65,2,-74.13001,40.62063,32.5,Castleton Corners,Staten Island,Entire home/apt
19779,110,2,-73.92019,40.75732,55.0,Astoria,Queens,Entire home/apt
19780,80,6,-73.97839,40.72117,13.333333333333334,East Village,Manhattan,Private room
19781,35,2,-73.90908,40.68315,17.5,Bushwick,Brooklyn,Private room
19782,150,3,-73.94829,40.8349,50.0,Washington Heights,Manhattan,Entire home/apt
19784,150,1,-73.94259,40.7158,150.0,Williamsburg,Brooklyn,Entire home/apt
19787,100,2,-73.98172,40.65815,50.0,Windsor Terrace,Brooklyn,Entire home/apt
19788,40,1,-73.85774,40.7507,40.0,Corona,Queens,Private room
19790,99,2,-73.89447,40.75082,49.5,Jackson Heights,Queens,Entire home/apt
19791,105,3,-73.90727,40.88297,35.0,Kingsbridge,Bronx,Entire home/apt
19792,33,2,-73.93202,40.66011,16.5,East Flatbush,Brooklyn,Private room
19793,50,2,-73.92937,40.69889,25.0,Bushwick,Brooklyn,Private room
19795,72,1,-73.96745,40.70688,72.0,Williamsburg,Brooklyn,Private room
19796,300,7,-73.99271,40.71454,42.857142857142854,Chinatown,Manhattan,Entire home/apt
19797,48,20,-73.96147,40.68866,2.4,Clinton Hill,Brooklyn,Private room
19800,180,2,-73.97252,40.69012,90.0,Fort Greene,Brooklyn,Entire home/apt
19801,300,2,-73.94042,40.68562,150.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19802,2000,2,-73.97412,40.7611,1000.0,Midtown,Manhattan,Entire home/apt
19803,1020,1,-73.97345,40.76042,1020.0,Midtown,Manhattan,Entire home/apt
19804,53,1,-73.94756,40.68898,53.0,Bedford-Stuyvesant,Brooklyn,Private room
19805,160,5,-73.95081,40.66958,32.0,Crown Heights,Brooklyn,Entire home/apt
19806,143,2,-73.95536,40.77502,71.5,Upper East Side,Manhattan,Private room
19807,164,1,-73.95419,40.80783,164.0,Harlem,Manhattan,Private room
19808,164,1,-73.95349,40.80986,164.0,Harlem,Manhattan,Private room
19809,48,2,-73.94668,40.66197,24.0,Prospect-Lefferts Gardens,Brooklyn,Private room
19811,70,1,-73.97777,40.72524,70.0,East Village,Manhattan,Private room
19812,159,5,-73.90853,40.71402,31.8,Maspeth,Queens,Entire home/apt
19814,100,1,-73.93344,40.77204,100.0,Astoria,Queens,Entire home/apt
19816,42,4,-73.91578,40.67638,10.5,Crown Heights,Brooklyn,Private room
19817,57,4,-73.91303,40.696,14.25,Bushwick,Brooklyn,Private room
19819,99,2,-73.94571,40.786,49.5,East Harlem,Manhattan,Private room
19822,65,5,-73.94101,40.8451,13.0,Washington Heights,Manhattan,Private room
19823,125,30,-73.9943,40.76313,4.166666666666667,Hell's Kitchen,Manhattan,Entire home/apt
19824,265,2,-73.97917,40.78146,132.5,Upper West Side,Manhattan,Entire home/apt
19828,60,4,-73.95489,40.82514,15.0,Harlem,Manhattan,Private room
19831,700,30,-73.95329,40.67432,23.333333333333332,Crown Heights,Brooklyn,Private room
19836,61,5,-73.9912,40.71622,12.2,Chinatown,Manhattan,Private room
19837,120,1,-73.8223,40.66996,120.0,South Ozone Park,Queens,Private room
19839,63,4,-73.8904,40.68148,15.75,Cypress Hills,Brooklyn,Entire home/apt
19840,65,3,-73.93508,40.69912,21.666666666666668,Bushwick,Brooklyn,Private room
19842,143,30,-73.82194,40.76092,4.766666666666667,Flushing,Queens,Entire home/apt
19843,197,2,-73.98344,40.74226,98.5,Midtown,Manhattan,Entire home/apt
19844,89,1,-73.9411,40.72311,89.0,Greenpoint,Brooklyn,Private room
19845,158,4,-73.93744,40.67567,39.5,Crown Heights,Brooklyn,Entire home/apt
19848,119,6,-73.99045,40.71542,19.833333333333332,Chinatown,Manhattan,Private room
19849,128,7,-73.98031,40.77409,18.285714285714285,Upper West Side,Manhattan,Private room
19850,169,3,-73.9365,40.69527,56.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19851,115,3,-73.97932,40.73726,38.333333333333336,Kips Bay,Manhattan,Private room
19852,70,1,-73.91596,40.76785,70.0,Astoria,Queens,Private room
19853,115,1,-73.98873,40.74771,115.0,Midtown,Manhattan,Private room
19855,50,3,-73.94086,40.69411,16.666666666666668,Bedford-Stuyvesant,Brooklyn,Private room
19860,180,7,-73.97554,40.74494,25.714285714285715,Murray Hill,Manhattan,Entire home/apt
19863,130,2,-73.92038,40.68084,65.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19869,250,2,-73.96474,40.71463,125.0,Williamsburg,Brooklyn,Entire home/apt
19871,125,30,-73.95641,40.77754,4.166666666666667,Upper East Side,Manhattan,Entire home/apt
19872,49,3,-73.94849,40.70852,16.333333333333332,Williamsburg,Brooklyn,Private room
19873,40,2,-73.92431,40.69906,20.0,Bushwick,Brooklyn,Private room
19874,40,1,-73.87364,40.74612,40.0,Elmhurst,Queens,Private room
19875,130,4,-73.95354,40.80703,32.5,Harlem,Manhattan,Entire home/apt
19876,900,15,-73.92702,40.69283,60.0,Bushwick,Brooklyn,Private room
19877,85,3,-73.9783,40.72468,28.333333333333332,East Village,Manhattan,Private room
19879,119,3,-73.98781,40.72692,39.666666666666664,East Village,Manhattan,Private room
19880,60,1,-73.95033,40.82305,60.0,Harlem,Manhattan,Private room
19883,50,2,-73.94354,40.70884,25.0,Williamsburg,Brooklyn,Private room
19885,180,2,-74.00094,40.74022,90.0,Chelsea,Manhattan,Entire home/apt
19886,75,10,-73.81071,40.66675,7.5,South Ozone Park,Queens,Private room
19887,105,4,-73.81717,40.72136,26.25,Kew Gardens Hills,Queens,Entire home/apt
19888,105,4,-73.81485,40.72077,26.25,Kew Gardens Hills,Queens,Entire home/apt
19889,300,2,-73.94819,40.77221,150.0,Upper East Side,Manhattan,Entire home/apt
19890,60,5,-73.96322,40.71329,12.0,Williamsburg,Brooklyn,Private room
19891,100,4,-73.93008,40.77145,25.0,Astoria,Queens,Entire home/apt
19892,120,1,-73.8075,40.70857,120.0,Briarwood,Queens,Private room
19894,45,1,-73.95402,40.68969,45.0,Bedford-Stuyvesant,Brooklyn,Private room
19895,255,2,-73.98217,40.7768,127.5,Upper West Side,Manhattan,Entire home/apt
19896,40,1,-73.95401,40.68875,40.0,Bedford-Stuyvesant,Brooklyn,Private room
19898,240,30,-73.9616,40.79835,8.0,Upper West Side,Manhattan,Entire home/apt
19899,100,2,-74.12673,40.56233,50.0,Oakwood,Staten Island,Entire home/apt
19900,110,3,-73.95478,40.66146,36.666666666666664,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt
19901,185,3,-73.97733,40.67192,61.666666666666664,Park Slope,Brooklyn,Entire home/apt
19902,147,1,-74.00476,40.73316,147.0,West Village,Manhattan,Entire home/apt
19904,200,2,-73.97657,40.74114,100.0,Kips Bay,Manhattan,Entire home/apt
19905,950,4,-73.96782,40.68764,237.5,Clinton Hill,Brooklyn,Entire home/apt
19907,200,5,-73.95085,40.71612,40.0,Williamsburg,Brooklyn,Private room
19910,45,2,-73.89726,40.74381,22.5,Woodside,Queens,Private room
19913,40,2,-73.96964,40.59744,20.0,Gravesend,Brooklyn,Private room
19916,95,3,-73.99919,40.65766,31.666666666666668,Sunset Park,Brooklyn,Entire home/apt
19917,59,3,-73.88688,40.72381,19.666666666666668,Elmhurst,Queens,Private room
19918,180,2,-73.94358,40.68536,90.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19922,19,2,-73.87077,40.68313,9.5,Cypress Hills,Brooklyn,Shared room
19923,375,2,-74.00419,40.72705,187.5,SoHo,Manhattan,Entire home/apt
19926,169,4,-73.93497,40.68318,42.25,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19931,400,4,-73.98631,40.7612,100.0,Theater District,Manhattan,Entire home/apt
19932,65,1,-73.80623,40.70839,65.0,Briarwood,Queens,Private room
19934,80,2,-73.94603,40.8036,40.0,Harlem,Manhattan,Private room
19935,85,3,-73.94233,40.80604,28.333333333333332,East Harlem,Manhattan,Private room
19938,120,5,-73.93227,40.76938,24.0,Astoria,Queens,Private room
19939,100,4,-73.88049,40.75109,25.0,Jackson Heights,Queens,Entire home/apt
19940,75,2,-73.98412,40.73266,37.5,Gramercy,Manhattan,Private room
19941,91,1,-73.95827,40.71169,91.0,Williamsburg,Brooklyn,Private room
19944,65,3,-73.94815,40.67302,21.666666666666668,Crown Heights,Brooklyn,Private room
19945,500,1,-73.95994,40.76301,500.0,Upper East Side,Manhattan,Entire home/apt
19946,45,1,-73.93072,40.69891,45.0,Bushwick,Brooklyn,Private room
19948,155,2,-73.92856,40.68638,77.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19951,42,7,-73.94979,40.82434,6.0,Harlem,Manhattan,Private room
19952,198,2,-73.97288,40.7523,99.0,Midtown,Manhattan,Private room
19953,45,30,-73.94345,40.80778,1.5,Harlem,Manhattan,Private room
19954,130,4,-73.95748,40.67896,32.5,Crown Heights,Brooklyn,Entire home/apt
19955,44,14,-73.93995,40.69637,3.142857142857143,Bedford-Stuyvesant,Brooklyn,Private room
19956,250,30,-73.99291,40.72068,8.333333333333334,Lower East Side,Manhattan,Entire home/apt
19957,50,30,-73.94446,40.80762,1.6666666666666667,Harlem,Manhattan,Private room
19958,195,1,-73.96436,40.68252,195.0,Clinton Hill,Brooklyn,Entire home/apt
19959,45,30,-73.94349,40.80572,1.5,Harlem,Manhattan,Private room
19961,78,2,-73.98959,40.71867,39.0,Lower East Side,Manhattan,Private room
19964,78,2,-73.98968,40.71858,39.0,Lower East Side,Manhattan,Private room
19972,150,2,-73.97984,40.72372,75.0,East Village,Manhattan,Entire home/apt
19975,120,3,-73.93858,40.68327,40.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
19978,35,1,-73.93224,40.69994,35.0,Bushwick,Brooklyn,Private room
19979,99,1,-73.99332,40.75372,99.0,Hell's Kitchen,Manhattan,Shared room
19980,150,2,-73.95206,40.80878,75.0,Harlem,Manhattan,Entire home/apt
19984,198,2,-73.97285,40.7522,99.0,Midtown,Manhattan,Entire home/apt
19990,265,2,-73.95056,40.77878,132.5,Upper East Side,Manhattan,Entire home/apt
19992,70,2,-73.98417,40.69671,35.0,Downtown Brooklyn,Brooklyn,Private room
19995,55,3,-73.98439,40.72757,18.333333333333332,East Village,Manhattan,Private room
19996,115,30,-73.99761,40.71828,3.8333333333333335,Little Italy,Manhattan,Entire home/apt
19997,265,2,-73.94247,40.80891,132.5,Harlem,Manhattan,Entire home/apt
19998,228,4,-73.99965,40.75133,57.0,Chelsea,Manhattan,Entire home/apt
20000,280,2,-73.93186,40.7958,140.0,East Harlem,Manhattan,Entire home/apt
20001,75,3,-73.90627,40.74327,25.0,Woodside,Queens,Private room
20006,135,2,-73.95027,40.80313,67.5,Harlem,Manhattan,Entire home/apt
20007,110,1,-73.9995,40.75536,110.0,Hell's Kitchen,Manhattan,Private room
20008,149,1,-73.96381,40.71304,149.0,Williamsburg,Brooklyn,Entire home/apt
20009,22,1,-73.93414,40.62531,22.0,Flatlands,Brooklyn,Shared room
20010,49,2,-73.94715,40.64277,24.5,East Flatbush,Brooklyn,Private room
20011,899,2,-73.97125,40.75381,449.5,Midtown,Manhattan,Private room
20013,70,2,-73.94302,40.63291,35.0,East Flatbush,Brooklyn,Entire home/apt
20014,340,3,-73.98529,40.68309,113.33333333333333,Gowanus,Brooklyn,Entire home/apt
20015,75,2,-73.9509,40.72413,37.5,Greenpoint,Brooklyn,Entire home/apt
20019,49,20,-73.94478,40.70875,2.45,Williamsburg,Brooklyn,Private room
20020,95,2,-73.9208,40.75559,47.5,Long Island City,Queens,Private room
20023,47,1,-73.94476,40.7082,47.0,Williamsburg,Brooklyn,Private room
20025,700,10,-73.97677,40.7635,70.0,Midtown,Manhattan,Entire home/apt
20027,198,2,-73.97356,40.75246,99.0,Midtown,Manhattan,Entire home/apt
20034,84,4,-73.91828,40.68903,21.0,Bushwick,Brooklyn,Entire home/apt
20035,99,2,-73.78196,40.69469,49.5,Jamaica,Queens,Entire home/apt
20037,50,1,-73.92913,40.66209,50.0,East Flatbush,Brooklyn,Shared room
20038,175,30,-73.9863,40.77105,5.833333333333333,Upper West Side,Manhattan,Entire home/apt
20040,170,2,-73.99626,40.68257,85.0,Carroll Gardens,Brooklyn,Entire home/apt
20041,170,2,-73.92411,40.68792,85.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20047,200,2,-73.95143,40.782,100.0,Upper East Side,Manhattan,Private room
20049,100,5,-73.92872,40.86271,20.0,Inwood,Manhattan,Entire home/apt
20050,190,2,-73.98329,40.72754,95.0,East Village,Manhattan,Entire home/apt
20051,86,2,-73.89944,40.7322,43.0,Maspeth,Queens,Entire home/apt
20055,75,1,-73.92412,40.84862,75.0,Morris Heights,Bronx,Private room
20056,200,2,-73.95352,40.6892,100.0,Bedford-Stuyvesant,Brooklyn,Private room
20058,160,1,-73.95416,40.80761,160.0,Harlem,Manhattan,Entire home/apt
20061,89,14,-73.92699,40.86757,6.357142857142857,Inwood,Manhattan,Entire home/apt
20063,100,4,-73.96197,40.67001,25.0,Crown Heights,Brooklyn,Entire home/apt
20067,50,3,-73.93932,40.6758,16.666666666666668,Crown Heights,Brooklyn,Private room
20068,599,2,-73.99969,40.74292,299.5,Chelsea,Manhattan,Entire home/apt
20069,44,4,-73.83921,40.78955,11.0,College Point,Queens,Private room
20070,80,8,-73.96174,40.80325,10.0,Morningside Heights,Manhattan,Private room
20072,98,2,-73.95667,40.64111,49.0,Flatbush,Brooklyn,Entire home/apt
20073,131,2,-73.97969,40.72666,65.5,East Village,Manhattan,Entire home/apt
20077,200,31,-73.98268,40.66754,6.451612903225806,Park Slope,Brooklyn,Entire home/apt
20078,34,4,-74.08391,40.59784,8.5,Concord,Staten Island,Private room
20079,100,2,-73.80081,40.59098,50.0,Arverne,Queens,Entire home/apt
20080,85,3,-73.90375,40.6266,28.333333333333332,Bergen Beach,Brooklyn,Private room
20082,37,30,-73.90561,40.72254,1.2333333333333334,Maspeth,Queens,Private room
20083,34,2,-73.92203,40.62876,17.0,Flatlands,Brooklyn,Private room
20084,175,30,-73.97863,40.74128,5.833333333333333,Kips Bay,Manhattan,Entire home/apt
20086,48,1,-73.81687,40.76904,48.0,Flushing,Queens,Private room
20087,73,1,-74.00197,40.65563,73.0,Sunset Park,Brooklyn,Private room
20089,69,1,-74.001,40.65477,69.0,Sunset Park,Brooklyn,Private room
20090,170,1,-73.98652,40.73073,170.0,East Village,Manhattan,Entire home/apt
20091,66,1,-74.00188,40.65508,66.0,Sunset Park,Brooklyn,Private room
20093,799,3,-73.97155,40.75356,266.3333333333333,Midtown,Manhattan,Private room
20094,1599,3,-73.97358,40.75368,533.0,Midtown,Manhattan,Private room
20095,34,4,-74.083,40.59679,8.5,Arrochar,Staten Island,Private room
20097,69,3,-73.98926,40.71339,23.0,Lower East Side,Manhattan,Private room
20100,150,5,-73.9661,40.809,30.0,Morningside Heights,Manhattan,Entire home/apt
20101,33,4,-74.08676,40.59703,8.25,Concord,Staten Island,Private room
20102,32,4,-74.08716,40.59704,8.0,Concord,Staten Island,Private room
20103,35,4,-74.08614,40.59587,8.75,South Beach,Staten Island,Private room
20104,649,3,-73.9732,40.75162,216.33333333333334,Midtown,Manhattan,Private room
20105,32,4,-74.08754,40.59719,8.0,Concord,Staten Island,Private room
20106,85,2,-73.92755,40.76819,42.5,Astoria,Queens,Private room
20107,699,3,-73.97153,40.7524,233.0,Midtown,Manhattan,Private room
20108,799,3,-73.97332,40.75362,266.3333333333333,Midtown,Manhattan,Private room
20110,145,3,-73.94744,40.71026,48.333333333333336,Williamsburg,Brooklyn,Entire home/apt
20112,200,4,-74.00221,40.73992,50.0,Chelsea,Manhattan,Entire home/apt
20113,181,1,-73.99728,40.74694,181.0,Chelsea,Manhattan,Entire home/apt
20116,125,1,-73.85244,40.75094,125.0,Corona,Queens,Entire home/apt
20119,175,1,-73.93963,40.80764,175.0,East Harlem,Manhattan,Entire home/apt
20120,59,20,-73.94657,40.72641,2.95,Greenpoint,Brooklyn,Private room
20121,180,4,-73.96426,40.71603,45.0,Williamsburg,Brooklyn,Entire home/apt
20123,40,2,-73.92055,40.63485,20.0,Canarsie,Brooklyn,Shared room
20125,500,2,-73.9791,40.76409,250.0,Midtown,Manhattan,Entire home/apt
20126,65,2,-73.9357,40.84657,32.5,Washington Heights,Manhattan,Private room
20129,150,7,-73.93896,40.81067,21.428571428571427,East Harlem,Manhattan,Entire home/apt
20130,265,31,-73.97264,40.69015,8.548387096774194,Fort Greene,Brooklyn,Entire home/apt
20132,105,1,-74.06955,40.59412,105.0,Arrochar,Staten Island,Private room
20133,110,2,-73.94051,40.81783,55.0,Harlem,Manhattan,Entire home/apt
20136,34,3,-74.08369,40.63267,11.333333333333334,Tompkinsville,Staten Island,Private room
20139,65,3,-73.89319,40.68239,21.666666666666668,Cypress Hills,Brooklyn,Private room
20140,65,3,-73.97746,40.61426,21.666666666666668,Borough Park,Brooklyn,Private room
20141,300,7,-73.96384,40.71014,42.857142857142854,Williamsburg,Brooklyn,Entire home/apt
20142,100,3,-73.97325,40.79528,33.333333333333336,Upper West Side,Manhattan,Private room
20143,55,1,-73.94326,40.69383,55.0,Bedford-Stuyvesant,Brooklyn,Private room
20144,70,2,-73.9078,40.68338,35.0,Bushwick,Brooklyn,Private room
20146,50,30,-73.95987,40.69278,1.6666666666666667,Bedford-Stuyvesant,Brooklyn,Private room
20147,158,30,-73.96598,40.67549,5.266666666666667,Prospect Heights,Brooklyn,Entire home/apt
20150,44,2,-73.9419,40.82191,22.0,Harlem,Manhattan,Private room
20151,150,4,-73.95487,40.72171,37.5,Williamsburg,Brooklyn,Entire home/apt
20152,209,2,-73.95715,40.68423,104.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20153,200,5,-73.99928,40.73385,40.0,Greenwich Village,Manhattan,Entire home/apt
20155,80,2,-73.94053,40.82349,40.0,Harlem,Manhattan,Private room
20158,100,29,-73.93499,40.80397,3.4482758620689653,East Harlem,Manhattan,Private room
20160,110,2,-73.94315,40.81749,55.0,Harlem,Manhattan,Private room
20161,30,1,-73.87358,40.74658,30.0,Elmhurst,Queens,Private room
20163,295,5,-73.99482,40.72174,59.0,Nolita,Manhattan,Entire home/apt
20164,699,3,-73.97221,40.75302,233.0,Midtown,Manhattan,Private room
20166,45,5,-73.86474,40.85711,9.0,Bronxdale,Bronx,Private room
20167,29,2,-73.92165,40.67368,14.5,Crown Heights,Brooklyn,Private room
20168,80,1,-73.93585,40.85425,80.0,Washington Heights,Manhattan,Private room
20169,265,3,-73.94863,40.796,88.33333333333333,East Harlem,Manhattan,Entire home/apt
20172,220,5,-73.98693,40.73121,44.0,East Village,Manhattan,Entire home/apt
20173,68,2,-73.86983,40.89743,34.0,Woodlawn,Bronx,Private room
20175,130,2,-73.94982,40.80695,65.0,Harlem,Manhattan,Entire home/apt
20179,400,2,-73.93984,40.81588,200.0,Harlem,Manhattan,Entire home/apt
20180,200,4,-73.99378,40.69107,50.0,Brooklyn Heights,Brooklyn,Entire home/apt
20181,76,30,-73.95305,40.68301,2.533333333333333,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20183,25,30,-73.9483,40.64583,0.8333333333333334,East Flatbush,Brooklyn,Shared room
20185,799,2,-73.97185,40.75228,399.5,Midtown,Manhattan,Private room
20188,176,3,-74.00712,40.70654,58.666666666666664,Financial District,Manhattan,Private room
20189,85,6,-73.96585,40.71332,14.166666666666666,Williamsburg,Brooklyn,Private room
20191,129,2,-73.91562,40.66041,64.5,Brownsville,Brooklyn,Entire home/apt
20194,113,3,-74.00735,40.70551,37.666666666666664,Financial District,Manhattan,Private room
20196,86,2,-73.84765,40.82286,43.0,Castle Hill,Bronx,Entire home/apt
20197,95,2,-73.91865,40.76001,47.5,Astoria,Queens,Entire home/apt
20200,146,3,-74.00763,40.7054,48.666666666666664,Financial District,Manhattan,Private room
20201,150,4,-73.93234,40.68249,37.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20202,98,2,-73.99229,40.71916,49.0,Lower East Side,Manhattan,Private room
20203,25,2,-73.93363,40.69501,12.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20204,130,2,-73.93283,40.6885,65.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20206,94,1,-73.78749,40.74271,94.0,Fresh Meadows,Queens,Entire home/apt
20208,85,4,-73.91503,40.68856,21.25,Bushwick,Brooklyn,Private room
20209,110,1,-73.95406,40.71545,110.0,Williamsburg,Brooklyn,Private room
20210,60,1,-74.00186,40.74485,60.0,Chelsea,Manhattan,Entire home/apt
20211,48,30,-73.94616,40.77257,1.6,Upper East Side,Manhattan,Private room
20213,60,2,-73.93407,40.69587,30.0,Bedford-Stuyvesant,Brooklyn,Private room
20214,72,1,-73.96207,40.64745,72.0,Flatbush,Brooklyn,Entire home/apt
20216,58,4,-73.94779,40.83069,14.5,Harlem,Manhattan,Private room
20219,1200,1,-73.96444,40.75979,1200.0,Midtown,Manhattan,Entire home/apt
20220,89,30,-73.95697,40.76982,2.966666666666667,Upper East Side,Manhattan,Entire home/apt
20223,99,1,-73.94824,40.71341,99.0,Williamsburg,Brooklyn,Private room
20225,500,3,-74.0041,40.73365,166.66666666666666,West Village,Manhattan,Entire home/apt
20226,142,30,-73.97936,40.74,4.733333333333333,Kips Bay,Manhattan,Entire home/apt
20227,114,1,-73.95418,40.77372,114.0,Upper East Side,Manhattan,Private room
20228,175,2,-73.9377,40.70484,87.5,Williamsburg,Brooklyn,Entire home/apt
20236,85,3,-73.9778,40.73052,28.333333333333332,Stuyvesant Town,Manhattan,Private room
20238,150,1,-73.94268,40.78565,150.0,East Harlem,Manhattan,Private room
20239,330,2,-73.99997,40.74183,165.0,Chelsea,Manhattan,Entire home/apt
20240,54,1,-74.01573,40.64024,54.0,Sunset Park,Brooklyn,Private room
20242,53,1,-74.01512,40.64074,53.0,Sunset Park,Brooklyn,Private room
20243,175,2,-73.93129,40.70729,87.5,Williamsburg,Brooklyn,Entire home/apt
20244,48,1,-74.01539,40.64052,48.0,Sunset Park,Brooklyn,Private room
20245,39,3,-74.01532,40.64167,13.0,Sunset Park,Brooklyn,Private room
20246,70,1,-73.87476,40.74396,70.0,Elmhurst,Queens,Private room
20249,125,3,-73.77244,40.68038,41.666666666666664,Jamaica,Queens,Entire home/apt
20250,100,4,-73.94544,40.81816,25.0,Harlem,Manhattan,Entire home/apt
20251,79,3,-73.8951,40.86914,26.333333333333332,Fordham,Bronx,Private room
20252,70,20,-73.95427,40.7087,3.5,Williamsburg,Brooklyn,Private room
20254,77,2,-73.93612,40.69097,38.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
20257,80,2,-73.99169,40.71521,40.0,Chinatown,Manhattan,Private room
20258,120,2,-73.9217,40.74604,60.0,Sunnyside,Queens,Entire home/apt
20259,175,2,-73.95732,40.71422,87.5,Williamsburg,Brooklyn,Entire home/apt
20262,93,2,-73.9879,40.66593,46.5,South Slope,Brooklyn,Private room
20264,199,30,-73.94614,40.81309,6.633333333333334,Harlem,Manhattan,Entire home/apt
20268,185,8,-73.95846,40.71157,23.125,Williamsburg,Brooklyn,Entire home/apt
20273,240,3,-73.93764,40.79952,80.0,East Harlem,Manhattan,Entire home/apt
20276,225,10,-73.9732,40.78361,22.5,Upper West Side,Manhattan,Entire home/apt
20277,139,30,-73.98059,40.75089,4.633333333333334,Murray Hill,Manhattan,Entire home/apt
20278,109,1,-73.91778,40.74554,109.0,Sunnyside,Queens,Private room
20279,165,2,-73.89134,40.7617,82.5,East Elmhurst,Queens,Entire home/apt
20281,50,1,-73.94209,40.67476,50.0,Crown Heights,Brooklyn,Private room
20282,90,30,-73.98056,40.73565,3.0,Gramercy,Manhattan,Entire home/apt
20283,55,3,-74.08513,40.6339,18.333333333333332,Tompkinsville,Staten Island,Private room
20286,150,2,-73.97452,40.68814,75.0,Fort Greene,Brooklyn,Entire home/apt
20287,75,2,-73.93299,40.84862,37.5,Washington Heights,Manhattan,Private room
20288,30,15,-73.77361,40.75465,2.0,Bayside,Queens,Private room
20290,75,1,-73.93565,40.77499,75.0,Astoria,Queens,Private room
20293,64,1,-73.99913,40.64832,64.0,Sunset Park,Brooklyn,Private room
20294,135,2,-73.94797,40.71615,67.5,Williamsburg,Brooklyn,Entire home/apt
20297,132,1,-73.95754,40.77585,132.0,Upper East Side,Manhattan,Private room
20300,169,1,-73.98358,40.67831,169.0,Gowanus,Brooklyn,Private room
20303,77,3,-73.94013,40.80802,25.666666666666668,East Harlem,Manhattan,Private room
20304,200,1,-73.9919,40.71278,200.0,Lower East Side,Manhattan,Entire home/apt
20305,85,2,-74.01436,40.67705,42.5,Red Hook,Brooklyn,Private room
20306,400,3,-74.00304,40.73015,133.33333333333334,West Village,Manhattan,Entire home/apt
20307,200,1,-73.99927,40.72925,200.0,Greenwich Village,Manhattan,Entire home/apt
